userId,group,BlockNr,TrialNr,timeAgreementScene,timeStartScene,timeStableUntilFeeding,timeFeedbackScene
072930bfbcf44d7abbc5a9676b01bef2,1,1,1,5586,36791,19335,11502
072930bfbcf44d7abbc5a9676b01bef2,1,1,2,5586,36791,7076,11502
072930bfbcf44d7abbc5a9676b01bef2,1,2,3,5586,36791,2852,10937
072930bfbcf44d7abbc5a9676b01bef2,1,2,4,5586,36791,7928,10937
072930bfbcf44d7abbc5a9676b01bef2,1,3,5,5586,36791,8563,11390
072930bfbcf44d7abbc5a9676b01bef2,1,3,6,5586,36791,10683,11390
072930bfbcf44d7abbc5a9676b01bef2,1,4,7,5586,36791,4907,11377
072930bfbcf44d7abbc5a9676b01bef2,1,4,8,5586,36791,6775,11377
072930bfbcf44d7abbc5a9676b01bef2,1,5,9,5586,36791,5910,10684
072930bfbcf44d7abbc5a9676b01bef2,1,5,10,5586,36791,6490,10684
072930bfbcf44d7abbc5a9676b01bef2,1,6,11,5586,36791,5920,10770
072930bfbcf44d7abbc5a9676b01bef2,1,6,12,5586,36791,1822,10770
a9132e340ada426280483591e4b96474,1,1,1,7311,70580,62825,14630
a9132e340ada426280483591e4b96474,1,1,2,7311,70580,17929,14630
a9132e340ada426280483591e4b96474,1,2,3,7311,70580,10009,10897
a9132e340ada426280483591e4b96474,1,2,4,7311,70580,22930,10897
a9132e340ada426280483591e4b96474,1,3,5,7311,70580,13253,14070
a9132e340ada426280483591e4b96474,1,3,6,7311,70580,13615,14070
a9132e340ada426280483591e4b96474,1,4,7,7311,70580,7792,15277
a9132e340ada426280483591e4b96474,1,4,8,7311,70580,9140,15277
a9132e340ada426280483591e4b96474,1,5,9,7311,70580,40686,10789
a9132e340ada426280483591e4b96474,1,5,10,7311,70580,15624,10789
a9132e340ada426280483591e4b96474,1,6,11,7311,70580,7389,12075
a9132e340ada426280483591e4b96474,1,6,12,7311,70580,6529,12075
e977db639f1e44f3a528a8cfdcfd72bb,1,1,1,5674,53024,59987,15395
e977db639f1e44f3a528a8cfdcfd72bb,1,1,2,5674,53024,41598,15395
e977db639f1e44f3a528a8cfdcfd72bb,1,2,3,5674,53024,61496,11548
e977db639f1e44f3a528a8cfdcfd72bb,1,2,4,5674,53024,21552,11548
e977db639f1e44f3a528a8cfdcfd72bb,1,3,5,5674,53024,19146,11323
e977db639f1e44f3a528a8cfdcfd72bb,1,3,6,5674,53024,12253,11323
e977db639f1e44f3a528a8cfdcfd72bb,1,4,7,5674,53024,18664,11803
e977db639f1e44f3a528a8cfdcfd72bb,1,4,8,5674,53024,14153,11803
e977db639f1e44f3a528a8cfdcfd72bb,1,5,9,5674,53024,24558,11220
e977db639f1e44f3a528a8cfdcfd72bb,1,5,10,5674,53024,21308,11220
e977db639f1e44f3a528a8cfdcfd72bb,1,6,11,5674,53024,13097,11361
e977db639f1e44f3a528a8cfdcfd72bb,1,6,12,5674,53024,10901,11361
77ae400e8cbf4205b8597e06c7570aaa,1,1,1,17851,67332,7522,20926
77ae400e8cbf4205b8597e06c7570aaa,1,1,2,17851,67332,6138,20926
77ae400e8cbf4205b8597e06c7570aaa,1,2,3,17851,67332,6175,12218
77ae400e8cbf4205b8597e06c7570aaa,1,2,4,17851,67332,9743,12218
77ae400e8cbf4205b8597e06c7570aaa,1,3,5,17851,67332,6565,11330
77ae400e8cbf4205b8597e06c7570aaa,1,3,6,17851,67332,3087,11330
77ae400e8cbf4205b8597e06c7570aaa,1,4,7,17851,67332,6270,10937
77ae400e8cbf4205b8597e06c7570aaa,1,4,8,17851,67332,8036,10937
77ae400e8cbf4205b8597e06c7570aaa,1,5,9,17851,67332,6094,10932
77ae400e8cbf4205b8597e06c7570aaa,1,5,10,17851,67332,10074,10932
77ae400e8cbf4205b8597e06c7570aaa,1,6,11,17851,67332,10739,10973
77ae400e8cbf4205b8597e06c7570aaa,1,6,12,17851,67332,7191,10973
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,1,1,1177,1071,4726,15815
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,1,2,1177,1071,7649,15815
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,2,3,1177,1071,12559,14714
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,2,4,1177,1071,14112,14714
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,3,5,1177,1071,9839,10912
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,3,6,1177,1071,21408,10912
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,4,7,1177,1071,15518,11036
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,4,8,1177,1071,18025,11036
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,5,9,1177,1071,13780,10877
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,5,10,1177,1071,18503,10877
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,6,11,1177,1071,10579,10919
f1aab8e7e81a4fc5b4a0db4a1c8ed6e2,0,6,12,1177,1071,13413,10919
2a99a30f53de4511957af4a196b46fc0,0,1,1,1854,5432,10567,11125
2a99a30f53de4511957af4a196b46fc0,0,1,2,1854,5432,10521,11125
2a99a30f53de4511957af4a196b46fc0,0,2,3,1854,5432,5414,10942
2a99a30f53de4511957af4a196b46fc0,0,2,4,1854,5432,5497,10942
2a99a30f53de4511957af4a196b46fc0,0,3,5,1854,5432,3797,11478
2a99a30f53de4511957af4a196b46fc0,0,3,6,1854,5432,1017,11478
2a99a30f53de4511957af4a196b46fc0,0,4,7,1854,5432,7644,10889
2a99a30f53de4511957af4a196b46fc0,0,4,8,1854,5432,6717,10889
2a99a30f53de4511957af4a196b46fc0,0,5,9,1854,5432,3166,10736
2a99a30f53de4511957af4a196b46fc0,0,5,10,1854,5432,1646,10736
2a99a30f53de4511957af4a196b46fc0,0,6,11,1854,5432,3614,20906
2a99a30f53de4511957af4a196b46fc0,0,6,12,1854,5432,3731,20906
b83cf4848ab44a7693f65be62f3ce14e,1,1,1,59259,26929,23580,26916
b83cf4848ab44a7693f65be62f3ce14e,1,1,2,59259,26929,7050,26916
b83cf4848ab44a7693f65be62f3ce14e,1,2,3,59259,26929,10466,15657
b83cf4848ab44a7693f65be62f3ce14e,1,2,4,59259,26929,6974,15657
b83cf4848ab44a7693f65be62f3ce14e,1,3,5,59259,26929,5406,18308
b83cf4848ab44a7693f65be62f3ce14e,1,3,6,59259,26929,7843,18308
b83cf4848ab44a7693f65be62f3ce14e,1,4,7,59259,26929,4260,11068
b83cf4848ab44a7693f65be62f3ce14e,1,4,8,59259,26929,17100,11068
b83cf4848ab44a7693f65be62f3ce14e,1,5,9,59259,26929,3951,12872
b83cf4848ab44a7693f65be62f3ce14e,1,5,10,59259,26929,4960,12872
b83cf4848ab44a7693f65be62f3ce14e,1,6,11,59259,26929,3822,10920
b83cf4848ab44a7693f65be62f3ce14e,1,6,12,59259,26929,5120,10920
9fbef521062b49189f82774ae831f680,1,1,1,11689,31741,2387,11660
9fbef521062b49189f82774ae831f680,1,1,2,11689,31741,2254,11660
9fbef521062b49189f82774ae831f680,1,2,3,11689,31741,2129,15002
9fbef521062b49189f82774ae831f680,1,2,4,11689,31741,23830,15002
9fbef521062b49189f82774ae831f680,1,3,5,11689,31741,1389,10531
9fbef521062b49189f82774ae831f680,1,3,6,11689,31741,12006,10531
9fbef521062b49189f82774ae831f680,1,4,7,11689,31741,1747,10889
9fbef521062b49189f82774ae831f680,1,4,8,11689,31741,11897,10889
9fbef521062b49189f82774ae831f680,1,5,9,11689,31741,5001,11157
9fbef521062b49189f82774ae831f680,1,5,10,11689,31741,2258,11157
9fbef521062b49189f82774ae831f680,1,6,11,11689,31741,10037,11708
9fbef521062b49189f82774ae831f680,1,6,12,11689,31741,1377,11708
9a5f9265875c4a52b9dff7973c0fe2a3,1,1,1,293582,275337,39771,11184
9a5f9265875c4a52b9dff7973c0fe2a3,1,1,2,293582,275337,7871,11184
9a5f9265875c4a52b9dff7973c0fe2a3,1,2,3,293582,275337,4643,25902
9a5f9265875c4a52b9dff7973c0fe2a3,1,2,4,293582,275337,55427,25902
9a5f9265875c4a52b9dff7973c0fe2a3,1,3,5,293582,275337,4686,11033
9a5f9265875c4a52b9dff7973c0fe2a3,1,3,6,293582,275337,5171,11033
9a5f9265875c4a52b9dff7973c0fe2a3,1,4,7,293582,275337,8551,10947
9a5f9265875c4a52b9dff7973c0fe2a3,1,4,8,293582,275337,6654,10947
9a5f9265875c4a52b9dff7973c0fe2a3,1,5,9,293582,275337,4585,14155
9a5f9265875c4a52b9dff7973c0fe2a3,1,5,10,293582,275337,5129,14155
9a5f9265875c4a52b9dff7973c0fe2a3,1,6,11,293582,275337,6347,12745
9a5f9265875c4a52b9dff7973c0fe2a3,1,6,12,293582,275337,4921,12745
14572443a9874ec8a36c97ac1b3db952,0,1,1,1283,3933,15317,11840
14572443a9874ec8a36c97ac1b3db952,0,1,2,1283,3933,9650,11840
14572443a9874ec8a36c97ac1b3db952,0,2,3,1283,3933,7616,12126
14572443a9874ec8a36c97ac1b3db952,0,2,4,1283,3933,19518,12126
14572443a9874ec8a36c97ac1b3db952,0,3,5,1283,3933,13192,11403
14572443a9874ec8a36c97ac1b3db952,0,3,6,1283,3933,9048,11403
14572443a9874ec8a36c97ac1b3db952,0,4,7,1283,3933,6027,11461
14572443a9874ec8a36c97ac1b3db952,0,4,8,1283,3933,9153,11461
14572443a9874ec8a36c97ac1b3db952,0,5,9,1283,3933,7509,11653
14572443a9874ec8a36c97ac1b3db952,0,5,10,1283,3933,5777,11653
14572443a9874ec8a36c97ac1b3db952,0,6,11,1283,3933,6951,11370
14572443a9874ec8a36c97ac1b3db952,0,6,12,1283,3933,8479,11370
678e549d92d649c3a91e7cea445e087b,0,1,1,968,98521,14394,24279
678e549d92d649c3a91e7cea445e087b,0,1,2,968,98521,8711,24279
678e549d92d649c3a91e7cea445e087b,0,2,3,968,98521,4647,11219
678e549d92d649c3a91e7cea445e087b,0,2,4,968,98521,10873,11219
678e549d92d649c3a91e7cea445e087b,0,3,5,968,98521,11637,11083
678e549d92d649c3a91e7cea445e087b,0,3,6,968,98521,3140,11083
678e549d92d649c3a91e7cea445e087b,0,4,7,968,98521,8366,10971
678e549d92d649c3a91e7cea445e087b,0,4,8,968,98521,11715,10971
678e549d92d649c3a91e7cea445e087b,0,5,9,968,98521,5507,10960
678e549d92d649c3a91e7cea445e087b,0,5,10,968,98521,10459,10960
678e549d92d649c3a91e7cea445e087b,0,6,11,968,98521,8658,10662
678e549d92d649c3a91e7cea445e087b,0,6,12,968,98521,2328,10662
